time,value,system,replica,metric
77.8,4.661717,M1-CN045,replica1,Drug - Asp105 minimum distance
78.0,4.587733,M1-CN045,replica1,Drug - Asp105 minimum distance
78.2,4.559572,M1-CN045,replica1,Drug - Asp105 minimum distance
78.4,4.446854,M1-CN045,replica1,Drug - Asp105 minimum distance
78.6,4.624221,M1-CN045,replica1,Drug - Asp105 minimum distance
78.8,4.534897,M1-CN045,replica1,Drug - Asp105 minimum distance
79.0,4.6653709999999995,M1-CN045,replica1,Drug - Asp105 minimum distance
79.2,4.487829,M1-CN045,replica1,Drug - Asp105 minimum distance
79.4,4.122874,M1-CN045,replica1,Drug - Asp105 minimum distance
79.6,4.429287,M1-CN045,replica1,Drug - Asp105 minimum distance
79.8,4.297128,M1-CN045,replica1,Drug - Asp105 minimum distance
80.0,3.513718,M1-CN045,replica1,Drug - Asp105 minimum distance
80.2,3.5164050000000002,M1-CN045,replica1,Drug - Asp105 minimum distance
80.4,3.369065,M1-CN045,replica1,Drug - Asp105 minimum distance
80.6,4.172779,M1-CN045,replica1,Drug - Asp105 minimum distance
80.8,4.529692,M1-CN045,replica1,Drug - Asp105 minimum distance
81.0,4.565578,M1-CN045,replica1,Drug - Asp105 minimum distance
81.2,4.572179,M1-CN045,replica1,Drug - Asp105 minimum distance
81.4,4.643508,M1-CN045,replica1,Drug - Asp105 minimum distance
81.6,4.170637,M1-CN045,replica1,Drug - Asp105 minimum distance
81.8,4.4554480000000005,M1-CN045,replica1,Drug - Asp105 minimum distance
82.0,4.762153,M1-CN045,replica1,Drug - Asp105 minimum distance
82.2,4.402202,M1-CN045,replica1,Drug - Asp105 minimum distance
82.4,3.833587,M1-CN045,replica1,Drug - Asp105 minimum distance
82.6,4.298487,M1-CN045,replica1,Drug - Asp105 minimum distance
82.8,4.400418999999999,M1-CN045,replica1,Drug - Asp105 minimum distance
83.0,5.068028999999999,M1-CN045,replica1,Drug - Asp105 minimum distance
83.2,4.248493,M1-CN045,replica1,Drug - Asp105 minimum distance
83.4,4.2935289999999995,M1-CN045,replica1,Drug - Asp105 minimum distance
83.6,3.687668,M1-CN045,replica1,Drug - Asp105 minimum distance
83.8,3.76736,M1-CN045,replica1,Drug - Asp105 minimum distance
84.0,4.060555,M1-CN045,replica1,Drug - Asp105 minimum distance
84.2,4.116808,M1-CN045,replica1,Drug - Asp105 minimum distance
84.4,4.665927,M1-CN045,replica1,Drug - Asp105 minimum distance
84.6,4.487550000000001,M1-CN045,replica1,Drug - Asp105 minimum distance
84.8,4.429808,M1-CN045,replica1,Drug - Asp105 minimum distance
85.0,4.334882,M1-CN045,replica1,Drug - Asp105 minimum distance
85.2,3.7755129999999997,M1-CN045,replica1,Drug - Asp105 minimum distance
85.4,3.983301,M1-CN045,replica1,Drug - Asp105 minimum distance
85.6,3.7230229999999995,M1-CN045,replica1,Drug - Asp105 minimum distance
85.8,4.183167,M1-CN045,replica1,Drug - Asp105 minimum distance
86.0,4.218922,M1-CN045,replica1,Drug - Asp105 minimum distance
86.2,3.8808629999999997,M1-CN045,replica1,Drug - Asp105 minimum distance
86.4,4.383386,M1-CN045,replica1,Drug - Asp105 minimum distance
86.6,3.8367820000000004,M1-CN045,replica1,Drug - Asp105 minimum distance
86.8,3.987494,M1-CN045,replica1,Drug - Asp105 minimum distance
87.0,4.274589,M1-CN045,replica1,Drug - Asp105 minimum distance
87.2,4.139097,M1-CN045,replica1,Drug - Asp105 minimum distance
87.4,4.435188,M1-CN045,replica1,Drug - Asp105 minimum distance
87.6,3.984045,M1-CN045,replica1,Drug - Asp105 minimum distance
87.8,4.379694,M1-CN045,replica1,Drug - Asp105 minimum distance
88.0,4.313293,M1-CN045,replica1,Drug - Asp105 minimum distance
88.2,4.204391,M1-CN045,replica1,Drug - Asp105 minimum distance
88.4,4.383286,M1-CN045,replica1,Drug - Asp105 minimum distance
88.6,3.2920670000000003,M1-CN045,replica1,Drug - Asp105 minimum distance
88.8,4.400298,M1-CN045,replica1,Drug - Asp105 minimum distance
89.0,5.1511,M1-CN045,replica1,Drug - Asp105 minimum distance
89.2,3.902178,M1-CN045,replica1,Drug - Asp105 minimum distance
89.4,4.267859,M1-CN045,replica1,Drug - Asp105 minimum distance
89.6,3.661175,M1-CN045,replica1,Drug - Asp105 minimum distance
89.8,4.408697,M1-CN045,replica1,Drug - Asp105 minimum distance
90.0,4.939612,M1-CN045,replica1,Drug - Asp105 minimum distance
90.2,4.559208,M1-CN045,replica1,Drug - Asp105 minimum distance
90.4,4.266863,M1-CN045,replica1,Drug - Asp105 minimum distance
90.6,4.854986,M1-CN045,replica1,Drug - Asp105 minimum distance
90.8,4.882477,M1-CN045,replica1,Drug - Asp105 minimum distance
91.0,5.341591,M1-CN045,replica1,Drug - Asp105 minimum distance
91.2,3.803972,M1-CN045,replica1,Drug - Asp105 minimum distance
91.4,4.346519,M1-CN045,replica1,Drug - Asp105 minimum distance
91.6,5.442884,M1-CN045,replica1,Drug - Asp105 minimum distance
91.8,4.523197,M1-CN045,replica1,Drug - Asp105 minimum distance
92.0,4.687833,M1-CN045,replica1,Drug - Asp105 minimum distance
92.2,3.919811,M1-CN045,replica1,Drug - Asp105 minimum distance
92.4,4.474382,M1-CN045,replica1,Drug - Asp105 minimum distance
92.6,4.802311,M1-CN045,replica1,Drug - Asp105 minimum distance
92.8,5.266889,M1-CN045,replica1,Drug - Asp105 minimum distance
93.0,4.517664,M1-CN045,replica1,Drug - Asp105 minimum distance
93.2,3.922156,M1-CN045,replica1,Drug - Asp105 minimum distance
93.4,3.953443,M1-CN045,replica1,Drug - Asp105 minimum distance
93.6,4.449731,M1-CN045,replica1,Drug - Asp105 minimum distance
93.8,4.572635,M1-CN045,replica1,Drug - Asp105 minimum distance
94.0,3.731355,M1-CN045,replica1,Drug - Asp105 minimum distance
94.2,3.620761,M1-CN045,replica1,Drug - Asp105 minimum distance
94.4,3.920344,M1-CN045,replica1,Drug - Asp105 minimum distance
94.6,4.298895,M1-CN045,replica1,Drug - Asp105 minimum distance
94.8,3.914766,M1-CN045,replica1,Drug - Asp105 minimum distance
95.0,3.967836,M1-CN045,replica1,Drug - Asp105 minimum distance
95.2,4.804583,M1-CN045,replica1,Drug - Asp105 minimum distance
95.4,4.280257,M1-CN045,replica1,Drug - Asp105 minimum distance
95.6,4.725992,M1-CN045,replica1,Drug - Asp105 minimum distance
95.8,4.025282,M1-CN045,replica1,Drug - Asp105 minimum distance
96.0,3.887492,M1-CN045,replica1,Drug - Asp105 minimum distance
96.2,3.856084,M1-CN045,replica1,Drug - Asp105 minimum distance
96.4,3.320017,M1-CN045,replica1,Drug - Asp105 minimum distance
96.6,4.5098329999999995,M1-CN045,replica1,Drug - Asp105 minimum distance
96.8,4.166980000000001,M1-CN045,replica1,Drug - Asp105 minimum distance
97.0,5.358039999999999,M1-CN045,replica1,Drug - Asp105 minimum distance
97.2,4.982729,M1-CN045,replica1,Drug - Asp105 minimum distance
97.4,4.61571,M1-CN045,replica1,Drug - Asp105 minimum distance
97.6,4.502335,M1-CN045,replica1,Drug - Asp105 minimum distance
97.8,5.543887,M1-CN045,replica1,Drug - Asp105 minimum distance
98.0,4.354722,M1-CN045,replica1,Drug - Asp105 minimum distance
98.2,4.063248,M1-CN045,replica1,Drug - Asp105 minimum distance
98.4,4.8834729999999995,M1-CN045,replica1,Drug - Asp105 minimum distance
98.6,4.4526520000000005,M1-CN045,replica1,Drug - Asp105 minimum distance
98.8,4.715219,M1-CN045,replica1,Drug - Asp105 minimum distance
99.0,4.8094280000000005,M1-CN045,replica1,Drug - Asp105 minimum distance
99.2,4.876926,M1-CN045,replica1,Drug - Asp105 minimum distance
99.4,4.973088,M1-CN045,replica1,Drug - Asp105 minimum distance
99.6,3.967178,M1-CN045,replica1,Drug - Asp105 minimum distance
99.8,4.235432,M1-CN045,replica1,Drug - Asp105 minimum distance
100.0,3.373042,M1-CN045,replica1,Drug - Asp105 minimum distance
100.2,3.675216,M1-CN045,replica1,Drug - Asp105 minimum distance
100.4,3.9466590000000004,M1-CN045,replica1,Drug - Asp105 minimum distance
100.6,3.4723189999999997,M1-CN045,replica1,Drug - Asp105 minimum distance
100.8,4.047445,M1-CN045,replica1,Drug - Asp105 minimum distance
101.0,3.351804,M1-CN045,replica1,Drug - Asp105 minimum distance
101.2,4.196033,M1-CN045,replica1,Drug - Asp105 minimum distance
101.4,4.338869,M1-CN045,replica1,Drug - Asp105 minimum distance
101.6,3.311192,M1-CN045,replica1,Drug - Asp105 minimum distance
101.8,4.492595,M1-CN045,replica1,Drug - Asp105 minimum distance
102.0,4.759425,M1-CN045,replica1,Drug - Asp105 minimum distance
102.2,3.721318,M1-CN045,replica1,Drug - Asp105 minimum distance
102.4,3.451161,M1-CN045,replica1,Drug - Asp105 minimum distance
102.6,4.193779999999999,M1-CN045,replica1,Drug - Asp105 minimum distance
102.8,4.113099,M1-CN045,replica1,Drug - Asp105 minimum distance
103.0,4.610307000000001,M1-CN045,replica1,Drug - Asp105 minimum distance
103.2,4.531382,M1-CN045,replica1,Drug - Asp105 minimum distance
103.4,4.103097,M1-CN045,replica1,Drug - Asp105 minimum distance
103.6,3.727277,M1-CN045,replica1,Drug - Asp105 minimum distance
103.8,4.518947,M1-CN045,replica1,Drug - Asp105 minimum distance
104.0,4.263344,M1-CN045,replica1,Drug - Asp105 minimum distance
104.2,3.557276,M1-CN045,replica1,Drug - Asp105 minimum distance
104.4,4.327658,M1-CN045,replica1,Drug - Asp105 minimum distance
104.6,4.07064,M1-CN045,replica1,Drug - Asp105 minimum distance
104.8,4.725527,M1-CN045,replica1,Drug - Asp105 minimum distance
105.0,4.161884000000001,M1-CN045,replica1,Drug - Asp105 minimum distance
105.2,3.9431719999999997,M1-CN045,replica1,Drug - Asp105 minimum distance
105.4,3.6337029999999997,M1-CN045,replica1,Drug - Asp105 minimum distance
105.6,4.207682,M1-CN045,replica1,Drug - Asp105 minimum distance
105.8,4.382935,M1-CN045,replica1,Drug - Asp105 minimum distance
106.0,3.734355,M1-CN045,replica1,Drug - Asp105 minimum distance
106.2,4.647806,M1-CN045,replica1,Drug - Asp105 minimum distance
106.4,4.320393,M1-CN045,replica1,Drug - Asp105 minimum distance
106.6,3.585819,M1-CN045,replica1,Drug - Asp105 minimum distance
106.8,4.455615,M1-CN045,replica1,Drug - Asp105 minimum distance
107.0,4.01929,M1-CN045,replica1,Drug - Asp105 minimum distance
107.2,4.014798,M1-CN045,replica1,Drug - Asp105 minimum distance
107.4,4.404307,M1-CN045,replica1,Drug - Asp105 minimum distance
107.6,4.454232,M1-CN045,replica1,Drug - Asp105 minimum distance
107.8,3.879912,M1-CN045,replica1,Drug - Asp105 minimum distance
108.0,3.8736140000000003,M1-CN045,replica1,Drug - Asp105 minimum distance
108.2,4.323612,M1-CN045,replica1,Drug - Asp105 minimum distance
108.4,4.493929,M1-CN045,replica1,Drug - Asp105 minimum distance
108.6,4.478549,M1-CN045,replica1,Drug - Asp105 minimum distance
108.8,3.3594039999999996,M1-CN045,replica1,Drug - Asp105 minimum distance
109.0,4.164047,M1-CN045,replica1,Drug - Asp105 minimum distance
109.2,3.643981,M1-CN045,replica1,Drug - Asp105 minimum distance
109.4,4.089632,M1-CN045,replica1,Drug - Asp105 minimum distance
109.6,3.7491619999999997,M1-CN045,replica1,Drug - Asp105 minimum distance
109.8,3.66654,M1-CN045,replica1,Drug - Asp105 minimum distance
110.0,3.6683939999999997,M1-CN045,replica1,Drug - Asp105 minimum distance
110.2,3.977712,M1-CN045,replica1,Drug - Asp105 minimum distance
110.4,3.265916,M1-CN045,replica1,Drug - Asp105 minimum distance
110.6,3.1246449999999997,M1-CN045,replica1,Drug - Asp105 minimum distance
110.8,3.3807389999999997,M1-CN045,replica1,Drug - Asp105 minimum distance
111.0,3.295618,M1-CN045,replica1,Drug - Asp105 minimum distance
111.2,3.535051,M1-CN045,replica1,Drug - Asp105 minimum distance
111.4,4.118786,M1-CN045,replica1,Drug - Asp105 minimum distance
111.6,3.6360550000000003,M1-CN045,replica1,Drug - Asp105 minimum distance
111.8,3.3598489999999996,M1-CN045,replica1,Drug - Asp105 minimum distance
112.0,3.645834,M1-CN045,replica1,Drug - Asp105 minimum distance
112.2,4.339182,M1-CN045,replica1,Drug - Asp105 minimum distance
112.4,4.187733,M1-CN045,replica1,Drug - Asp105 minimum distance
112.6,4.780651000000001,M1-CN045,replica1,Drug - Asp105 minimum distance
112.8,3.920255,M1-CN045,replica1,Drug - Asp105 minimum distance
113.0,4.492683,M1-CN045,replica1,Drug - Asp105 minimum distance
113.2,3.4821990000000005,M1-CN045,replica1,Drug - Asp105 minimum distance
113.4,4.417578,M1-CN045,replica1,Drug - Asp105 minimum distance
113.6,4.716989,M1-CN045,replica1,Drug - Asp105 minimum distance
113.8,4.711868,M1-CN045,replica1,Drug - Asp105 minimum distance
114.0,4.568424,M1-CN045,replica1,Drug - Asp105 minimum distance
114.2,4.2780000000000005,M1-CN045,replica1,Drug - Asp105 minimum distance
114.4,4.200104,M1-CN045,replica1,Drug - Asp105 minimum distance
114.6,3.6940630000000003,M1-CN045,replica1,Drug - Asp105 minimum distance
114.8,3.473617,M1-CN045,replica1,Drug - Asp105 minimum distance
115.0,4.591449,M1-CN045,replica1,Drug - Asp105 minimum distance
115.2,4.183279,M1-CN045,replica1,Drug - Asp105 minimum distance
115.4,4.227008,M1-CN045,replica1,Drug - Asp105 minimum distance
115.6,4.701205,M1-CN045,replica1,Drug - Asp105 minimum distance
115.8,4.254822,M1-CN045,replica1,Drug - Asp105 minimum distance
116.0,4.270303,M1-CN045,replica1,Drug - Asp105 minimum distance
116.2,4.620802,M1-CN045,replica1,Drug - Asp105 minimum distance
116.4,4.557697,M1-CN045,replica1,Drug - Asp105 minimum distance
116.6,3.798765,M1-CN045,replica1,Drug - Asp105 minimum distance
116.8,4.46791,M1-CN045,replica1,Drug - Asp105 minimum distance
117.0,3.323811,M1-CN045,replica1,Drug - Asp105 minimum distance
117.2,4.324408,M1-CN045,replica1,Drug - Asp105 minimum distance
117.4,4.0322819999999995,M1-CN045,replica1,Drug - Asp105 minimum distance
117.6,3.554968,M1-CN045,replica1,Drug - Asp105 minimum distance
117.8,4.251599,M1-CN045,replica1,Drug - Asp105 minimum distance
118.0,3.820682,M1-CN045,replica1,Drug - Asp105 minimum distance
118.2,3.531049,M1-CN045,replica1,Drug - Asp105 minimum distance
118.4,3.789644,M1-CN045,replica1,Drug - Asp105 minimum distance
118.6,4.14794,M1-CN045,replica1,Drug - Asp105 minimum distance
118.8,3.983477,M1-CN045,replica1,Drug - Asp105 minimum distance
119.0,4.162502,M1-CN045,replica1,Drug - Asp105 minimum distance
119.2,4.559663,M1-CN045,replica1,Drug - Asp105 minimum distance
119.4,4.384132,M1-CN045,replica1,Drug - Asp105 minimum distance
119.6,4.220426,M1-CN045,replica1,Drug - Asp105 minimum distance
119.8,4.417033,M1-CN045,replica1,Drug - Asp105 minimum distance
120.0,3.9376759999999997,M1-CN045,replica1,Drug - Asp105 minimum distance
120.2,3.961957,M1-CN045,replica1,Drug - Asp105 minimum distance
120.4,4.132965,M1-CN045,replica1,Drug - Asp105 minimum distance
120.6,4.637759,M1-CN045,replica1,Drug - Asp105 minimum distance
120.8,4.042388,M1-CN045,replica1,Drug - Asp105 minimum distance
121.0,4.427697,M1-CN045,replica1,Drug - Asp105 minimum distance
121.2,3.556812,M1-CN045,replica1,Drug - Asp105 minimum distance
121.4,3.939975,M1-CN045,replica1,Drug - Asp105 minimum distance
121.6,4.196532,M1-CN045,replica1,Drug - Asp105 minimum distance
121.8,4.286785,M1-CN045,replica1,Drug - Asp105 minimum distance
122.0,3.860441,M1-CN045,replica1,Drug - Asp105 minimum distance
122.2,4.22819,M1-CN045,replica1,Drug - Asp105 minimum distance
122.4,3.521477,M1-CN045,replica1,Drug - Asp105 minimum distance
122.6,4.055181,M1-CN045,replica1,Drug - Asp105 minimum distance
122.8,4.821546,M1-CN045,replica1,Drug - Asp105 minimum distance
123.0,3.8451380000000004,M1-CN045,replica1,Drug - Asp105 minimum distance
123.2,4.542193,M1-CN045,replica1,Drug - Asp105 minimum distance
123.4,4.026973,M1-CN045,replica1,Drug - Asp105 minimum distance
123.6,3.608365,M1-CN045,replica1,Drug - Asp105 minimum distance
123.8,4.499444,M1-CN045,replica1,Drug - Asp105 minimum distance
124.0,3.634529,M1-CN045,replica1,Drug - Asp105 minimum distance
124.2,4.10329,M1-CN045,replica1,Drug - Asp105 minimum distance
124.4,3.864532,M1-CN045,replica1,Drug - Asp105 minimum distance
124.6,3.5004299999999997,M1-CN045,replica1,Drug - Asp105 minimum distance
124.8,4.543613000000001,M1-CN045,replica1,Drug - Asp105 minimum distance
125.0,5.241327,M1-CN045,replica1,Drug - Asp105 minimum distance
125.2,3.497842,M1-CN045,replica1,Drug - Asp105 minimum distance
125.4,3.6516979999999997,M1-CN045,replica1,Drug - Asp105 minimum distance
125.6,4.036296999999999,M1-CN045,replica1,Drug - Asp105 minimum distance
125.8,4.473122,M1-CN045,replica1,Drug - Asp105 minimum distance
126.0,3.632587,M1-CN045,replica1,Drug - Asp105 minimum distance
126.2,3.2405250000000003,M1-CN045,replica1,Drug - Asp105 minimum distance
126.4,3.475975,M1-CN045,replica1,Drug - Asp105 minimum distance
126.6,3.890155,M1-CN045,replica1,Drug - Asp105 minimum distance
126.8,3.305767,M1-CN045,replica1,Drug - Asp105 minimum distance
127.0,3.866537,M1-CN045,replica1,Drug - Asp105 minimum distance
127.2,4.496187,M1-CN045,replica1,Drug - Asp105 minimum distance
127.4,4.414081,M1-CN045,replica1,Drug - Asp105 minimum distance
127.6,4.922625,M1-CN045,replica1,Drug - Asp105 minimum distance
127.8,4.786901,M1-CN045,replica1,Drug - Asp105 minimum distance
128.0,4.39865,M1-CN045,replica1,Drug - Asp105 minimum distance
128.2,4.310847,M1-CN045,replica1,Drug - Asp105 minimum distance
128.4,4.786427,M1-CN045,replica1,Drug - Asp105 minimum distance
128.6,4.117646,M1-CN045,replica1,Drug - Asp105 minimum distance
128.8,3.809475,M1-CN045,replica1,Drug - Asp105 minimum distance
129.0,4.18092,M1-CN045,replica1,Drug - Asp105 minimum distance
129.2,3.5782789999999998,M1-CN045,replica1,Drug - Asp105 minimum distance
129.4,4.062339,M1-CN045,replica1,Drug - Asp105 minimum distance
129.6,3.238178,M1-CN045,replica1,Drug - Asp105 minimum distance
129.8,3.613985,M1-CN045,replica1,Drug - Asp105 minimum distance
130.0,3.510298,M1-CN045,replica1,Drug - Asp105 minimum distance
130.2,3.4771419999999997,M1-CN045,replica1,Drug - Asp105 minimum distance
130.4,4.02883,M1-CN045,replica1,Drug - Asp105 minimum distance
130.6,3.6283060000000003,M1-CN045,replica1,Drug - Asp105 minimum distance
130.8,4.544107,M1-CN045,replica1,Drug - Asp105 minimum distance
131.0,3.66816,M1-CN045,replica1,Drug - Asp105 minimum distance
131.2,4.606148,M1-CN045,replica1,Drug - Asp105 minimum distance
131.4,4.219964,M1-CN045,replica1,Drug - Asp105 minimum distance
131.6,4.3017579999999995,M1-CN045,replica1,Drug - Asp105 minimum distance
131.8,4.956077,M1-CN045,replica1,Drug - Asp105 minimum distance
132.0,4.064911,M1-CN045,replica1,Drug - Asp105 minimum distance
132.2,3.7475609999999997,M1-CN045,replica1,Drug - Asp105 minimum distance
132.4,5.292459000000001,M1-CN045,replica1,Drug - Asp105 minimum distance
132.6,4.258484,M1-CN045,replica1,Drug - Asp105 minimum distance
132.8,4.2985,M1-CN045,replica1,Drug - Asp105 minimum distance
133.0,4.12758,M1-CN045,replica1,Drug - Asp105 minimum distance
133.2,4.353231,M1-CN045,replica1,Drug - Asp105 minimum distance
133.4,5.363804,M1-CN045,replica1,Drug - Asp105 minimum distance
133.6,4.722744,M1-CN045,replica1,Drug - Asp105 minimum distance
133.8,3.714217,M1-CN045,replica1,Drug - Asp105 minimum distance
134.0,4.707593,M1-CN045,replica1,Drug - Asp105 minimum distance
134.2,4.711994,M1-CN045,replica1,Drug - Asp105 minimum distance
134.4,4.6208670000000005,M1-CN045,replica1,Drug - Asp105 minimum distance
134.6,4.887986000000001,M1-CN045,replica1,Drug - Asp105 minimum distance
134.8,3.9610849999999997,M1-CN045,replica1,Drug - Asp105 minimum distance
135.0,4.22902,M1-CN045,replica1,Drug - Asp105 minimum distance
135.2,3.7169609999999995,M1-CN045,replica1,Drug - Asp105 minimum distance
135.4,4.241814,M1-CN045,replica1,Drug - Asp105 minimum distance
135.6,4.04214,M1-CN045,replica1,Drug - Asp105 minimum distance
135.8,5.001499000000001,M1-CN045,replica1,Drug - Asp105 minimum distance
136.0,4.77659,M1-CN045,replica1,Drug - Asp105 minimum distance
136.2,4.2399059999999995,M1-CN045,replica1,Drug - Asp105 minimum distance
136.4,4.163653,M1-CN045,replica1,Drug - Asp105 minimum distance
136.6,3.923429,M1-CN045,replica1,Drug - Asp105 minimum distance
136.8,3.9220919999999997,M1-CN045,replica1,Drug - Asp105 minimum distance
137.0,3.905319,M1-CN045,replica1,Drug - Asp105 minimum distance
137.2,4.805642,M1-CN045,replica1,Drug - Asp105 minimum distance
137.4,5.177395000000001,M1-CN045,replica1,Drug - Asp105 minimum distance
137.6,4.849506,M1-CN045,replica1,Drug - Asp105 minimum distance
137.8,5.67032,M1-CN045,replica1,Drug - Asp105 minimum distance
138.0,5.143355,M1-CN045,replica1,Drug - Asp105 minimum distance
