time,value,system,replica,metric
15.8,2.604112,M1-CN045,replica3,Drug - Tyr106 minimum distance
16.0,2.4321390000000003,M1-CN045,replica3,Drug - Tyr106 minimum distance
16.2,2.393869,M1-CN045,replica3,Drug - Tyr106 minimum distance
16.4,2.429423,M1-CN045,replica3,Drug - Tyr106 minimum distance
16.6,2.815706,M1-CN045,replica3,Drug - Tyr106 minimum distance
16.8,2.555327,M1-CN045,replica3,Drug - Tyr106 minimum distance
17.0,2.3964369999999997,M1-CN045,replica3,Drug - Tyr106 minimum distance
17.2,2.2834630000000002,M1-CN045,replica3,Drug - Tyr106 minimum distance
17.4,2.640871,M1-CN045,replica3,Drug - Tyr106 minimum distance
17.6,3.160269,M1-CN045,replica3,Drug - Tyr106 minimum distance
17.8,2.8723159999999996,M1-CN045,replica3,Drug - Tyr106 minimum distance
18.0,2.412157,M1-CN045,replica3,Drug - Tyr106 minimum distance
18.2,2.007611,M1-CN045,replica3,Drug - Tyr106 minimum distance
18.4,2.403768,M1-CN045,replica3,Drug - Tyr106 minimum distance
18.6,2.456784,M1-CN045,replica3,Drug - Tyr106 minimum distance
18.8,2.184721,M1-CN045,replica3,Drug - Tyr106 minimum distance
19.0,2.543597,M1-CN045,replica3,Drug - Tyr106 minimum distance
19.2,2.371264,M1-CN045,replica3,Drug - Tyr106 minimum distance
19.4,2.433615,M1-CN045,replica3,Drug - Tyr106 minimum distance
19.6,2.080242,M1-CN045,replica3,Drug - Tyr106 minimum distance
19.8,1.89336,M1-CN045,replica3,Drug - Tyr106 minimum distance
20.0,2.70481,M1-CN045,replica3,Drug - Tyr106 minimum distance
20.2,2.494315,M1-CN045,replica3,Drug - Tyr106 minimum distance
20.4,2.38883,M1-CN045,replica3,Drug - Tyr106 minimum distance
20.6,2.738542,M1-CN045,replica3,Drug - Tyr106 minimum distance
20.8,2.6342549999999996,M1-CN045,replica3,Drug - Tyr106 minimum distance
21.0,2.353043,M1-CN045,replica3,Drug - Tyr106 minimum distance
21.2,2.078316,M1-CN045,replica3,Drug - Tyr106 minimum distance
21.4,2.053559,M1-CN045,replica3,Drug - Tyr106 minimum distance
21.6,2.1759120000000003,M1-CN045,replica3,Drug - Tyr106 minimum distance
21.8,2.424106,M1-CN045,replica3,Drug - Tyr106 minimum distance
22.0,2.4957190000000002,M1-CN045,replica3,Drug - Tyr106 minimum distance
22.2,2.669552,M1-CN045,replica3,Drug - Tyr106 minimum distance
22.4,2.46457,M1-CN045,replica3,Drug - Tyr106 minimum distance
22.6,2.594706,M1-CN045,replica3,Drug - Tyr106 minimum distance
22.8,2.424934,M1-CN045,replica3,Drug - Tyr106 minimum distance
23.0,2.352382,M1-CN045,replica3,Drug - Tyr106 minimum distance
23.2,1.9827759999999999,M1-CN045,replica3,Drug - Tyr106 minimum distance
23.4,1.862848,M1-CN045,replica3,Drug - Tyr106 minimum distance
23.6,1.9578300000000002,M1-CN045,replica3,Drug - Tyr106 minimum distance
23.8,2.246465,M1-CN045,replica3,Drug - Tyr106 minimum distance
24.0,1.9179950000000001,M1-CN045,replica3,Drug - Tyr106 minimum distance
24.2,2.432325,M1-CN045,replica3,Drug - Tyr106 minimum distance
24.4,1.9928080000000001,M1-CN045,replica3,Drug - Tyr106 minimum distance
24.6,2.05706,M1-CN045,replica3,Drug - Tyr106 minimum distance
24.8,1.994317,M1-CN045,replica3,Drug - Tyr106 minimum distance
25.0,2.0775479999999997,M1-CN045,replica3,Drug - Tyr106 minimum distance
25.2,2.093275,M1-CN045,replica3,Drug - Tyr106 minimum distance
25.4,2.088157,M1-CN045,replica3,Drug - Tyr106 minimum distance
25.6,2.069494,M1-CN045,replica3,Drug - Tyr106 minimum distance
25.8,1.7301469999999999,M1-CN045,replica3,Drug - Tyr106 minimum distance
26.0,2.124641,M1-CN045,replica3,Drug - Tyr106 minimum distance
26.2,2.096569,M1-CN045,replica3,Drug - Tyr106 minimum distance
26.4,1.897183,M1-CN045,replica3,Drug - Tyr106 minimum distance
26.6,1.8952079999999998,M1-CN045,replica3,Drug - Tyr106 minimum distance
26.8,1.987785,M1-CN045,replica3,Drug - Tyr106 minimum distance
27.0,2.2100239999999998,M1-CN045,replica3,Drug - Tyr106 minimum distance
27.2,1.950516,M1-CN045,replica3,Drug - Tyr106 minimum distance
27.4,1.9236659999999999,M1-CN045,replica3,Drug - Tyr106 minimum distance
27.6,2.223465,M1-CN045,replica3,Drug - Tyr106 minimum distance
27.8,2.017052,M1-CN045,replica3,Drug - Tyr106 minimum distance
28.0,1.9635150000000001,M1-CN045,replica3,Drug - Tyr106 minimum distance
28.2,1.9913040000000002,M1-CN045,replica3,Drug - Tyr106 minimum distance
28.4,1.959924,M1-CN045,replica3,Drug - Tyr106 minimum distance
28.6,1.722034,M1-CN045,replica3,Drug - Tyr106 minimum distance
28.8,2.020642,M1-CN045,replica3,Drug - Tyr106 minimum distance
29.0,2.197317,M1-CN045,replica3,Drug - Tyr106 minimum distance
29.2,1.941805,M1-CN045,replica3,Drug - Tyr106 minimum distance
29.4,1.850786,M1-CN045,replica3,Drug - Tyr106 minimum distance
29.6,2.034454,M1-CN045,replica3,Drug - Tyr106 minimum distance
29.8,1.984162,M1-CN045,replica3,Drug - Tyr106 minimum distance
30.0,2.0255870000000002,M1-CN045,replica3,Drug - Tyr106 minimum distance
30.2,2.180161,M1-CN045,replica3,Drug - Tyr106 minimum distance
30.4,1.8749170000000002,M1-CN045,replica3,Drug - Tyr106 minimum distance
30.6,1.998726,M1-CN045,replica3,Drug - Tyr106 minimum distance
30.8,1.97573,M1-CN045,replica3,Drug - Tyr106 minimum distance
31.0,2.5977080000000004,M1-CN045,replica3,Drug - Tyr106 minimum distance
31.2,2.680003,M1-CN045,replica3,Drug - Tyr106 minimum distance
31.4,2.8809210000000003,M1-CN045,replica3,Drug - Tyr106 minimum distance
31.6,3.0764609999999997,M1-CN045,replica3,Drug - Tyr106 minimum distance
31.8,2.680859,M1-CN045,replica3,Drug - Tyr106 minimum distance
32.0,2.832845,M1-CN045,replica3,Drug - Tyr106 minimum distance
32.2,2.550823,M1-CN045,replica3,Drug - Tyr106 minimum distance
32.4,2.392091,M1-CN045,replica3,Drug - Tyr106 minimum distance
32.6,2.667301,M1-CN045,replica3,Drug - Tyr106 minimum distance
32.8,2.4788289999999997,M1-CN045,replica3,Drug - Tyr106 minimum distance
33.0,2.846979,M1-CN045,replica3,Drug - Tyr106 minimum distance
33.2,2.761938,M1-CN045,replica3,Drug - Tyr106 minimum distance
33.4,2.599883,M1-CN045,replica3,Drug - Tyr106 minimum distance
33.6,2.467975,M1-CN045,replica3,Drug - Tyr106 minimum distance
33.8,2.430986,M1-CN045,replica3,Drug - Tyr106 minimum distance
34.0,2.682481,M1-CN045,replica3,Drug - Tyr106 minimum distance
34.2,2.464042,M1-CN045,replica3,Drug - Tyr106 minimum distance
34.4,2.407693,M1-CN045,replica3,Drug - Tyr106 minimum distance
34.6,2.898154,M1-CN045,replica3,Drug - Tyr106 minimum distance
34.8,2.231793,M1-CN045,replica3,Drug - Tyr106 minimum distance
35.0,2.773102,M1-CN045,replica3,Drug - Tyr106 minimum distance
35.2,2.569224,M1-CN045,replica3,Drug - Tyr106 minimum distance
35.4,2.910069,M1-CN045,replica3,Drug - Tyr106 minimum distance
35.6,2.39779,M1-CN045,replica3,Drug - Tyr106 minimum distance
35.8,2.456072,M1-CN045,replica3,Drug - Tyr106 minimum distance
36.0,2.4312329999999998,M1-CN045,replica3,Drug - Tyr106 minimum distance
36.2,2.392256,M1-CN045,replica3,Drug - Tyr106 minimum distance
36.4,2.8008759999999997,M1-CN045,replica3,Drug - Tyr106 minimum distance
36.6,2.664693,M1-CN045,replica3,Drug - Tyr106 minimum distance
36.8,2.982851,M1-CN045,replica3,Drug - Tyr106 minimum distance
37.0,2.616986,M1-CN045,replica3,Drug - Tyr106 minimum distance
37.2,2.4394460000000002,M1-CN045,replica3,Drug - Tyr106 minimum distance
37.4,2.2961270000000003,M1-CN045,replica3,Drug - Tyr106 minimum distance
37.6,2.078122,M1-CN045,replica3,Drug - Tyr106 minimum distance
37.8,2.495075,M1-CN045,replica3,Drug - Tyr106 minimum distance
38.0,2.6345780000000003,M1-CN045,replica3,Drug - Tyr106 minimum distance
38.2,2.6552979999999997,M1-CN045,replica3,Drug - Tyr106 minimum distance
38.4,2.867563,M1-CN045,replica3,Drug - Tyr106 minimum distance
38.6,2.4189469999999997,M1-CN045,replica3,Drug - Tyr106 minimum distance
38.8,2.5981910000000004,M1-CN045,replica3,Drug - Tyr106 minimum distance
39.0,2.286482,M1-CN045,replica3,Drug - Tyr106 minimum distance
39.2,2.337048,M1-CN045,replica3,Drug - Tyr106 minimum distance
39.4,2.6194089999999997,M1-CN045,replica3,Drug - Tyr106 minimum distance
39.6,2.445688,M1-CN045,replica3,Drug - Tyr106 minimum distance
39.8,1.942678,M1-CN045,replica3,Drug - Tyr106 minimum distance
40.0,3.0116579999999997,M1-CN045,replica3,Drug - Tyr106 minimum distance
40.2,2.465239,M1-CN045,replica3,Drug - Tyr106 minimum distance
40.4,2.757427,M1-CN045,replica3,Drug - Tyr106 minimum distance
40.6,2.7218009999999997,M1-CN045,replica3,Drug - Tyr106 minimum distance
40.8,2.6311600000000004,M1-CN045,replica3,Drug - Tyr106 minimum distance
41.0,2.622571,M1-CN045,replica3,Drug - Tyr106 minimum distance
41.2,3.320741,M1-CN045,replica3,Drug - Tyr106 minimum distance
41.4,2.595941,M1-CN045,replica3,Drug - Tyr106 minimum distance
41.6,2.7586399999999998,M1-CN045,replica3,Drug - Tyr106 minimum distance
41.8,2.670318,M1-CN045,replica3,Drug - Tyr106 minimum distance
42.0,2.534048,M1-CN045,replica3,Drug - Tyr106 minimum distance
42.2,3.4058319999999997,M1-CN045,replica3,Drug - Tyr106 minimum distance
42.4,2.5137419999999997,M1-CN045,replica3,Drug - Tyr106 minimum distance
42.6,2.136258,M1-CN045,replica3,Drug - Tyr106 minimum distance
42.8,2.5481930000000004,M1-CN045,replica3,Drug - Tyr106 minimum distance
43.0,2.9190579999999997,M1-CN045,replica3,Drug - Tyr106 minimum distance
43.2,2.5340469999999997,M1-CN045,replica3,Drug - Tyr106 minimum distance
43.4,2.588921,M1-CN045,replica3,Drug - Tyr106 minimum distance
43.6,3.203171,M1-CN045,replica3,Drug - Tyr106 minimum distance
43.8,2.209276,M1-CN045,replica3,Drug - Tyr106 minimum distance
44.0,2.834679,M1-CN045,replica3,Drug - Tyr106 minimum distance
44.2,3.2873229999999998,M1-CN045,replica3,Drug - Tyr106 minimum distance
44.4,2.588223,M1-CN045,replica3,Drug - Tyr106 minimum distance
44.6,2.205721,M1-CN045,replica3,Drug - Tyr106 minimum distance
44.8,2.438113,M1-CN045,replica3,Drug - Tyr106 minimum distance
45.0,2.273279,M1-CN045,replica3,Drug - Tyr106 minimum distance
45.2,2.467893,M1-CN045,replica3,Drug - Tyr106 minimum distance
45.4,2.631257,M1-CN045,replica3,Drug - Tyr106 minimum distance
45.6,2.459982,M1-CN045,replica3,Drug - Tyr106 minimum distance
45.8,2.585229,M1-CN045,replica3,Drug - Tyr106 minimum distance
46.0,3.2066179999999997,M1-CN045,replica3,Drug - Tyr106 minimum distance
46.2,2.7461970000000004,M1-CN045,replica3,Drug - Tyr106 minimum distance
46.4,2.285392,M1-CN045,replica3,Drug - Tyr106 minimum distance
46.6,2.889118,M1-CN045,replica3,Drug - Tyr106 minimum distance
46.8,2.383821,M1-CN045,replica3,Drug - Tyr106 minimum distance
47.0,2.724924,M1-CN045,replica3,Drug - Tyr106 minimum distance
47.2,2.602574,M1-CN045,replica3,Drug - Tyr106 minimum distance
47.4,2.308095,M1-CN045,replica3,Drug - Tyr106 minimum distance
47.6,2.723987,M1-CN045,replica3,Drug - Tyr106 minimum distance
47.8,2.778721,M1-CN045,replica3,Drug - Tyr106 minimum distance
48.0,2.4090890000000003,M1-CN045,replica3,Drug - Tyr106 minimum distance
48.2,1.992583,M1-CN045,replica3,Drug - Tyr106 minimum distance
48.4,2.484857,M1-CN045,replica3,Drug - Tyr106 minimum distance
48.6,2.878194,M1-CN045,replica3,Drug - Tyr106 minimum distance
48.8,2.829449,M1-CN045,replica3,Drug - Tyr106 minimum distance
49.0,2.648716,M1-CN045,replica3,Drug - Tyr106 minimum distance
49.2,3.1631910000000003,M1-CN045,replica3,Drug - Tyr106 minimum distance
49.4,2.925442,M1-CN045,replica3,Drug - Tyr106 minimum distance
49.6,2.7123809999999997,M1-CN045,replica3,Drug - Tyr106 minimum distance
49.8,2.4600400000000002,M1-CN045,replica3,Drug - Tyr106 minimum distance
50.0,2.5913910000000002,M1-CN045,replica3,Drug - Tyr106 minimum distance
50.2,2.551041,M1-CN045,replica3,Drug - Tyr106 minimum distance
50.4,2.656821,M1-CN045,replica3,Drug - Tyr106 minimum distance
50.6,2.7074169999999995,M1-CN045,replica3,Drug - Tyr106 minimum distance
50.8,2.301368,M1-CN045,replica3,Drug - Tyr106 minimum distance
51.0,2.622249,M1-CN045,replica3,Drug - Tyr106 minimum distance
51.2,3.1161,M1-CN045,replica3,Drug - Tyr106 minimum distance
51.4,2.710241,M1-CN045,replica3,Drug - Tyr106 minimum distance
51.6,2.529998,M1-CN045,replica3,Drug - Tyr106 minimum distance
51.8,2.81105,M1-CN045,replica3,Drug - Tyr106 minimum distance
52.0,2.593745,M1-CN045,replica3,Drug - Tyr106 minimum distance
52.2,2.696593,M1-CN045,replica3,Drug - Tyr106 minimum distance
52.4,2.703443,M1-CN045,replica3,Drug - Tyr106 minimum distance
52.6,2.398129,M1-CN045,replica3,Drug - Tyr106 minimum distance
52.8,2.89636,M1-CN045,replica3,Drug - Tyr106 minimum distance
53.0,2.568617,M1-CN045,replica3,Drug - Tyr106 minimum distance
53.2,2.233156,M1-CN045,replica3,Drug - Tyr106 minimum distance
53.4,2.545837,M1-CN045,replica3,Drug - Tyr106 minimum distance
53.6,2.152161,M1-CN045,replica3,Drug - Tyr106 minimum distance
53.8,2.374721,M1-CN045,replica3,Drug - Tyr106 minimum distance
54.0,3.105172,M1-CN045,replica3,Drug - Tyr106 minimum distance
54.2,2.15636,M1-CN045,replica3,Drug - Tyr106 minimum distance
54.4,2.419463,M1-CN045,replica3,Drug - Tyr106 minimum distance
54.6,2.878349,M1-CN045,replica3,Drug - Tyr106 minimum distance
54.8,2.2885340000000003,M1-CN045,replica3,Drug - Tyr106 minimum distance
55.0,2.301957,M1-CN045,replica3,Drug - Tyr106 minimum distance
55.2,2.958952,M1-CN045,replica3,Drug - Tyr106 minimum distance
55.4,2.077716,M1-CN045,replica3,Drug - Tyr106 minimum distance
55.6,2.907337,M1-CN045,replica3,Drug - Tyr106 minimum distance
55.8,2.79825,M1-CN045,replica3,Drug - Tyr106 minimum distance
56.0,2.344801,M1-CN045,replica3,Drug - Tyr106 minimum distance
56.2,2.340833,M1-CN045,replica3,Drug - Tyr106 minimum distance
56.4,2.202291,M1-CN045,replica3,Drug - Tyr106 minimum distance
56.6,2.193105,M1-CN045,replica3,Drug - Tyr106 minimum distance
56.8,2.815401,M1-CN045,replica3,Drug - Tyr106 minimum distance
57.0,2.153255,M1-CN045,replica3,Drug - Tyr106 minimum distance
57.2,2.6244620000000003,M1-CN045,replica3,Drug - Tyr106 minimum distance
57.4,2.509843,M1-CN045,replica3,Drug - Tyr106 minimum distance
57.6,2.356481,M1-CN045,replica3,Drug - Tyr106 minimum distance
57.8,3.1038189999999997,M1-CN045,replica3,Drug - Tyr106 minimum distance
58.0,2.543738,M1-CN045,replica3,Drug - Tyr106 minimum distance
58.2,2.377773,M1-CN045,replica3,Drug - Tyr106 minimum distance
58.4,2.043454,M1-CN045,replica3,Drug - Tyr106 minimum distance
58.6,2.66648,M1-CN045,replica3,Drug - Tyr106 minimum distance
58.8,2.934774,M1-CN045,replica3,Drug - Tyr106 minimum distance
59.0,2.593281,M1-CN045,replica3,Drug - Tyr106 minimum distance
59.2,2.527367,M1-CN045,replica3,Drug - Tyr106 minimum distance
59.4,2.1727879999999997,M1-CN045,replica3,Drug - Tyr106 minimum distance
59.6,2.6227470000000004,M1-CN045,replica3,Drug - Tyr106 minimum distance
59.8,2.091552,M1-CN045,replica3,Drug - Tyr106 minimum distance
60.0,2.763548,M1-CN045,replica3,Drug - Tyr106 minimum distance
60.2,2.371182,M1-CN045,replica3,Drug - Tyr106 minimum distance
60.4,2.5490600000000003,M1-CN045,replica3,Drug - Tyr106 minimum distance
60.6,2.900088,M1-CN045,replica3,Drug - Tyr106 minimum distance
60.8,3.584091,M1-CN045,replica3,Drug - Tyr106 minimum distance
61.0,4.093178,M1-CN045,replica3,Drug - Tyr106 minimum distance
61.2,2.636476,M1-CN045,replica3,Drug - Tyr106 minimum distance
61.4,3.269634,M1-CN045,replica3,Drug - Tyr106 minimum distance
61.6,2.902722,M1-CN045,replica3,Drug - Tyr106 minimum distance
61.8,3.668052,M1-CN045,replica3,Drug - Tyr106 minimum distance
62.0,4.0312399999999995,M1-CN045,replica3,Drug - Tyr106 minimum distance
62.2,2.6239489999999996,M1-CN045,replica3,Drug - Tyr106 minimum distance
62.4,3.4465909999999997,M1-CN045,replica3,Drug - Tyr106 minimum distance
62.6,3.696013,M1-CN045,replica3,Drug - Tyr106 minimum distance
62.8,2.937583,M1-CN045,replica3,Drug - Tyr106 minimum distance
63.0,2.8028910000000002,M1-CN045,replica3,Drug - Tyr106 minimum distance
63.2,3.2150440000000002,M1-CN045,replica3,Drug - Tyr106 minimum distance
63.4,3.9198329999999997,M1-CN045,replica3,Drug - Tyr106 minimum distance
63.6,3.327733,M1-CN045,replica3,Drug - Tyr106 minimum distance
63.8,2.500578,M1-CN045,replica3,Drug - Tyr106 minimum distance
64.0,2.977113,M1-CN045,replica3,Drug - Tyr106 minimum distance
64.2,2.581027,M1-CN045,replica3,Drug - Tyr106 minimum distance
64.4,3.5756690000000004,M1-CN045,replica3,Drug - Tyr106 minimum distance
64.6,2.5467440000000003,M1-CN045,replica3,Drug - Tyr106 minimum distance
64.8,2.7921489999999998,M1-CN045,replica3,Drug - Tyr106 minimum distance
65.0,3.614899,M1-CN045,replica3,Drug - Tyr106 minimum distance
65.2,3.016105,M1-CN045,replica3,Drug - Tyr106 minimum distance
65.4,3.4047460000000003,M1-CN045,replica3,Drug - Tyr106 minimum distance
65.6,3.082516,M1-CN045,replica3,Drug - Tyr106 minimum distance
65.8,3.3046170000000004,M1-CN045,replica3,Drug - Tyr106 minimum distance
66.0,3.4185529999999997,M1-CN045,replica3,Drug - Tyr106 minimum distance
66.2,2.711201,M1-CN045,replica3,Drug - Tyr106 minimum distance
66.4,2.711789,M1-CN045,replica3,Drug - Tyr106 minimum distance
66.6,2.839824,M1-CN045,replica3,Drug - Tyr106 minimum distance
66.8,3.316173,M1-CN045,replica3,Drug - Tyr106 minimum distance
67.0,2.674136,M1-CN045,replica3,Drug - Tyr106 minimum distance
67.2,2.5618160000000003,M1-CN045,replica3,Drug - Tyr106 minimum distance
67.4,2.9528670000000004,M1-CN045,replica3,Drug - Tyr106 minimum distance
67.6,2.881406,M1-CN045,replica3,Drug - Tyr106 minimum distance
67.8,3.5405759999999997,M1-CN045,replica3,Drug - Tyr106 minimum distance
68.0,2.815423,M1-CN045,replica3,Drug - Tyr106 minimum distance
68.2,2.6005000000000003,M1-CN045,replica3,Drug - Tyr106 minimum distance
68.4,2.894495,M1-CN045,replica3,Drug - Tyr106 minimum distance
68.6,2.787291,M1-CN045,replica3,Drug - Tyr106 minimum distance
68.8,3.5376410000000003,M1-CN045,replica3,Drug - Tyr106 minimum distance
69.0,2.74237,M1-CN045,replica3,Drug - Tyr106 minimum distance
69.2,2.498923,M1-CN045,replica3,Drug - Tyr106 minimum distance
69.4,2.220631,M1-CN045,replica3,Drug - Tyr106 minimum distance
69.6,3.733161,M1-CN045,replica3,Drug - Tyr106 minimum distance
69.8,2.374742,M1-CN045,replica3,Drug - Tyr106 minimum distance
70.0,4.098145000000001,M1-CN045,replica3,Drug - Tyr106 minimum distance
70.2,2.982517,M1-CN045,replica3,Drug - Tyr106 minimum distance
70.4,2.938655,M1-CN045,replica3,Drug - Tyr106 minimum distance
70.6,2.334883,M1-CN045,replica3,Drug - Tyr106 minimum distance
70.8,3.4435,M1-CN045,replica3,Drug - Tyr106 minimum distance
71.0,3.115846,M1-CN045,replica3,Drug - Tyr106 minimum distance
71.2,3.141862,M1-CN045,replica3,Drug - Tyr106 minimum distance
71.4,2.802803,M1-CN045,replica3,Drug - Tyr106 minimum distance
71.6,2.427038,M1-CN045,replica3,Drug - Tyr106 minimum distance
71.8,2.731189,M1-CN045,replica3,Drug - Tyr106 minimum distance
72.0,2.982043,M1-CN045,replica3,Drug - Tyr106 minimum distance
72.2,2.823403,M1-CN045,replica3,Drug - Tyr106 minimum distance
72.4,2.939968,M1-CN045,replica3,Drug - Tyr106 minimum distance
72.6,3.0681089999999998,M1-CN045,replica3,Drug - Tyr106 minimum distance
72.8,2.390416,M1-CN045,replica3,Drug - Tyr106 minimum distance
73.0,3.018708,M1-CN045,replica3,Drug - Tyr106 minimum distance
73.2,3.7453199999999995,M1-CN045,replica3,Drug - Tyr106 minimum distance
73.4,2.563998,M1-CN045,replica3,Drug - Tyr106 minimum distance
73.6,3.1056410000000003,M1-CN045,replica3,Drug - Tyr106 minimum distance
73.8,2.725601,M1-CN045,replica3,Drug - Tyr106 minimum distance
74.0,3.013454,M1-CN045,replica3,Drug - Tyr106 minimum distance
74.2,2.320235,M1-CN045,replica3,Drug - Tyr106 minimum distance
74.4,2.635624,M1-CN045,replica3,Drug - Tyr106 minimum distance
74.6,2.725638,M1-CN045,replica3,Drug - Tyr106 minimum distance
74.8,2.542815,M1-CN045,replica3,Drug - Tyr106 minimum distance
75.0,2.728169,M1-CN045,replica3,Drug - Tyr106 minimum distance
75.2,2.7890300000000003,M1-CN045,replica3,Drug - Tyr106 minimum distance
75.4,2.503696,M1-CN045,replica3,Drug - Tyr106 minimum distance
75.6,3.205046,M1-CN045,replica3,Drug - Tyr106 minimum distance
75.8,2.712084,M1-CN045,replica3,Drug - Tyr106 minimum distance
76.0,1.9917850000000001,M1-CN045,replica3,Drug - Tyr106 minimum distance
76.2,2.500679,M1-CN045,replica3,Drug - Tyr106 minimum distance
76.4,2.104043,M1-CN045,replica3,Drug - Tyr106 minimum distance
76.6,2.626174,M1-CN045,replica3,Drug - Tyr106 minimum distance
76.8,3.174492,M1-CN045,replica3,Drug - Tyr106 minimum distance
77.0,2.975584,M1-CN045,replica3,Drug - Tyr106 minimum distance
77.2,2.840489,M1-CN045,replica3,Drug - Tyr106 minimum distance
77.4,2.143293,M1-CN045,replica3,Drug - Tyr106 minimum distance
77.6,2.364867,M1-CN045,replica3,Drug - Tyr106 minimum distance
77.8,2.2543070000000003,M1-CN045,replica3,Drug - Tyr106 minimum distance
78.0,3.1932729999999996,M1-CN045,replica3,Drug - Tyr106 minimum distance
78.2,3.409602,M1-CN045,replica3,Drug - Tyr106 minimum distance
78.4,3.0809249999999997,M1-CN045,replica3,Drug - Tyr106 minimum distance
78.6,2.591486,M1-CN045,replica3,Drug - Tyr106 minimum distance
78.8,2.7361649999999997,M1-CN045,replica3,Drug - Tyr106 minimum distance
79.0,2.432286,M1-CN045,replica3,Drug - Tyr106 minimum distance
79.2,4.290604,M1-CN045,replica3,Drug - Tyr106 minimum distance
79.4,2.8412290000000002,M1-CN045,replica3,Drug - Tyr106 minimum distance
79.6,2.474892,M1-CN045,replica3,Drug - Tyr106 minimum distance
79.8,2.901395,M1-CN045,replica3,Drug - Tyr106 minimum distance
80.0,2.549233,M1-CN045,replica3,Drug - Tyr106 minimum distance
80.2,3.4980860000000003,M1-CN045,replica3,Drug - Tyr106 minimum distance
80.4,2.4904830000000002,M1-CN045,replica3,Drug - Tyr106 minimum distance
80.6,3.121873,M1-CN045,replica3,Drug - Tyr106 minimum distance
80.8,2.336601,M1-CN045,replica3,Drug - Tyr106 minimum distance
81.0,3.304118,M1-CN045,replica3,Drug - Tyr106 minimum distance
81.2,2.308808,M1-CN045,replica3,Drug - Tyr106 minimum distance
81.4,2.7395449999999997,M1-CN045,replica3,Drug - Tyr106 minimum distance
81.6,2.2122159999999997,M1-CN045,replica3,Drug - Tyr106 minimum distance
81.8,2.8392600000000003,M1-CN045,replica3,Drug - Tyr106 minimum distance
82.0,3.1232670000000002,M1-CN045,replica3,Drug - Tyr106 minimum distance
82.2,2.7476719999999997,M1-CN045,replica3,Drug - Tyr106 minimum distance
82.4,2.909382,M1-CN045,replica3,Drug - Tyr106 minimum distance
82.6,2.228274,M1-CN045,replica3,Drug - Tyr106 minimum distance
82.8,3.145965,M1-CN045,replica3,Drug - Tyr106 minimum distance
83.0,2.952861,M1-CN045,replica3,Drug - Tyr106 minimum distance
83.2,2.678281,M1-CN045,replica3,Drug - Tyr106 minimum distance
83.4,2.368586,M1-CN045,replica3,Drug - Tyr106 minimum distance
83.6,2.4465890000000003,M1-CN045,replica3,Drug - Tyr106 minimum distance
83.8,2.484757,M1-CN045,replica3,Drug - Tyr106 minimum distance
84.0,2.937394,M1-CN045,replica3,Drug - Tyr106 minimum distance
84.2,3.7459439999999997,M1-CN045,replica3,Drug - Tyr106 minimum distance
84.4,2.57996,M1-CN045,replica3,Drug - Tyr106 minimum distance
84.6,2.5219609999999997,M1-CN045,replica3,Drug - Tyr106 minimum distance
84.8,2.4390359999999998,M1-CN045,replica3,Drug - Tyr106 minimum distance
85.0,2.697927,M1-CN045,replica3,Drug - Tyr106 minimum distance
85.2,2.7648889999999997,M1-CN045,replica3,Drug - Tyr106 minimum distance
85.4,2.259579,M1-CN045,replica3,Drug - Tyr106 minimum distance
85.6,2.588377,M1-CN045,replica3,Drug - Tyr106 minimum distance
85.8,2.101477,M1-CN045,replica3,Drug - Tyr106 minimum distance
86.0,2.193011,M1-CN045,replica3,Drug - Tyr106 minimum distance
86.2,2.01062,M1-CN045,replica3,Drug - Tyr106 minimum distance
86.4,2.379118,M1-CN045,replica3,Drug - Tyr106 minimum distance
86.6,2.2714090000000002,M1-CN045,replica3,Drug - Tyr106 minimum distance
86.8,2.712085,M1-CN045,replica3,Drug - Tyr106 minimum distance
87.0,2.6758539999999997,M1-CN045,replica3,Drug - Tyr106 minimum distance
87.2,2.9668509999999997,M1-CN045,replica3,Drug - Tyr106 minimum distance
87.4,2.849141,M1-CN045,replica3,Drug - Tyr106 minimum distance
87.6,2.359683,M1-CN045,replica3,Drug - Tyr106 minimum distance
87.8,2.456114,M1-CN045,replica3,Drug - Tyr106 minimum distance
88.0,2.27651,M1-CN045,replica3,Drug - Tyr106 minimum distance
88.2,3.323703,M1-CN045,replica3,Drug - Tyr106 minimum distance
88.4,2.291721,M1-CN045,replica3,Drug - Tyr106 minimum distance
88.6,3.0681089999999998,M1-CN045,replica3,Drug - Tyr106 minimum distance
88.8,2.3294,M1-CN045,replica3,Drug - Tyr106 minimum distance
89.0,2.291136,M1-CN045,replica3,Drug - Tyr106 minimum distance
89.2,2.133963,M1-CN045,replica3,Drug - Tyr106 minimum distance
89.4,2.526774,M1-CN045,replica3,Drug - Tyr106 minimum distance
89.6,2.614842,M1-CN045,replica3,Drug - Tyr106 minimum distance
89.8,2.344782,M1-CN045,replica3,Drug - Tyr106 minimum distance
90.0,2.4981809999999998,M1-CN045,replica3,Drug - Tyr106 minimum distance
90.2,2.490906,M1-CN045,replica3,Drug - Tyr106 minimum distance
90.4,2.3519360000000002,M1-CN045,replica3,Drug - Tyr106 minimum distance
90.6,2.149814,M1-CN045,replica3,Drug - Tyr106 minimum distance
90.8,2.118986,M1-CN045,replica3,Drug - Tyr106 minimum distance
91.0,2.788621,M1-CN045,replica3,Drug - Tyr106 minimum distance
