system,time,mean,std,n,sem
M1-CN045,740.2,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,740.4,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,740.6,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,740.8,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,741.0,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,741.2,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,741.4,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,741.6,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,741.8,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,742.0,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,742.2,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,742.4,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,742.6,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,742.8,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,743.0,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,743.2,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,743.4,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,743.6,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,743.8,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,744.0,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,744.2,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,744.4,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,744.6,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,744.8,0.2222222222222222,0.3849001794597505,3,0.22222222222222224
M1-CN045,745.0,0.2222222222222222,0.3849001794597505,3,0.22222222222222224
M1-CN045,745.2,0.2222222222222222,0.3849001794597505,3,0.22222222222222224
M1-CN045,745.4,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,745.6,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,745.8,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,746.0,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,746.2,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,746.4,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,746.6,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,746.8,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,747.0,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,747.2,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,747.4,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,747.6,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,747.8,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,748.0,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,748.2,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,748.4,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,748.6,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,748.8,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,749.0,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,749.2,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,749.4,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,749.6,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,749.8,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,750.0,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,750.2,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,750.4,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,750.6,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,750.8,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,751.0,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,751.2,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,751.4,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,751.6,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,751.8,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,752.0,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,752.2,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,752.4,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,752.6,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
